,glucose
0,0.0
1,0.0844392766460062
2,0.03222322060448224
3,0.0663424201126867
4,0.0
5,0.052575626416154195
6,0.10144102301381236
7,0.045318129240971235
8,0.04808963674852949
9,0.017167122099343797
10,0.0
11,0.02552394950416978
12,0.0562040884714687
13,0.02605341300418927
14,0.027702568097944268
15,0.0
16,0.00767878500307578
17,0.10986862150073701
18,0.11196722525478073
19,0.01060794742650268
20,0.0002122423777579166
21,0.08379984726788206
22,0.04356127140639522
23,0.0
24,0.028154434086079438
25,0.09244309837228734
26,0.0
27,0.033782614305928375
28,0.0
29,0.08279414684884226
30,0.08079975448256177
31,0.027946778050220986
32,0.023906939217909675
33,0.0
34,0.0006703628526460274
35,0.0
36,0.11211906376312529
37,0.0
38,0.08195417148575573
39,0.006957331662209621
40,0.024434128596183203
41,0.0
42,0.0
43,0.0
44,0.005957366687282245
45,0.0
46,0.0
47,0.0460334642663025
48,0.05773669578654099
49,0.04325913832645769
50,0.008165805724795768
51,0.0
52,0.07380798084432331
53,0.04550266403534878
54,0.0
55,0.0
56,0.002578791851665027
57,0.011645078425784211
58,0.026264627804409343
59,0.035883149533013345
60,0.0
61,0.07851685422131893
62,0.018899935069990766
63,0.005188197401590445
64,0.0
65,0.0
66,0.0
67,0.01370402079423529
68,0.00930201199822902
69,0.011389662121380508
70,0.0
71,0.0
72,0.026521755993116354
73,0.0
74,0.0
75,0.014564533846215779
76,0.0
77,0.040077650312725956
78,0.02564577973858778
79,0.07654233910934216
80,0.060987921419933824
81,0.039006091248112815
82,0.04005541861482576
83,0.0
84,0.0
85,0.020732492298984495
86,0.0
87,0.0
88,0.14974397919743354
89,0.10922023081630015
90,0.02572639644739115
91,0.14159456186690836
92,0.12544525733734585
93,0.2269258576950813
94,0.2227772670421116
95,0.18754237327517864
96,0.24819425037563025
97,0.4231039172373548
98,0.23141628022910543
99,0.42494686092249434
100,0.402243586957051
101,0.3227711734564338
102,0.48991072760291093
103,0.45020418665117956
104,0.45592708724743647
105,0.5284709966497065
106,0.40743573904114694
107,0.4694949467498095
108,0.44404308339034754
109,0.4076695899838545
110,0.5101081426557191
111,0.5454982812731222
112,0.54814192391474
113,0.47694999198814053
114,0.5321052545093866
115,0.5671781987751983
116,0.5520050004085597
117,0.585600173991428
118,0.5704772328969013
119,0.5704421390000817
120,0.55817742751318
121,0.5562291059221315
122,0.4837198633582043
123,0.6377384648226043
124,0.5852244480713937
125,0.4583350389064606
126,0.6418745340037778
127,0.5700337500069976
128,0.5964758562149359
129,0.5179191654651245
130,0.534495457251113
131,0.5329375095973089
132,0.5919514429224081
133,0.5960819979915835
134,0.6090890613847963
135,0.6723988262360947
136,0.5393974699683574
137,0.5884303720506762
138,0.5350973399298997
139,0.5884517478062807
140,0.5688761462602236
141,0.5919094287160582
142,0.5473907927133567
143,0.5253972908866071
144,0.70083512313225
145,0.48500045147503335
146,0.5059984177942471
147,0.6139271147867107
148,0.6228484037807157
149,0.6010640398263398
150,0.5667604366251116
151,0.5828092471006134
152,0.6073665836848511
153,0.5993185675359393
154,0.5243287091994713
155,0.5620274135210437
156,0.481405652861963
157,0.5453432475451908
158,0.44859503203183576
159,0.5588223083707761
160,0.45399965187539004
161,0.5706721117881364
162,0.5295048663576926
163,0.5163711107615138
164,0.5142660395483886
165,0.43754846161557676
166,0.44028731264384013
167,0.4233844371327752
168,0.5027986434778077
169,0.4291236870277327
170,0.3899689384091654
171,0.33340193214111746
172,0.3661530509757465
173,0.35584661447470883
174,0.20678220223950708
175,0.2558656916684916
176,0.23659820913386836
177,0.27539359949763814
178,0.14402808018892274
179,0.039786203681160585
180,0.10541375667413048
181,0.11678531428353822
182,0.08712251258638096
183,0.054354587882464035
184,0.0
185,0.0
186,0.03788790952215024
187,0.0
188,0.04614038378340553
189,0.0031563082763879156
190,0.0
191,0.06318303020291198
192,0.10351688504841748
193,0.049644651908299586
194,0.015031633093093822
195,0.0
196,0.0
197,0.0
198,0.0
199,0.019828792079337278
200,0.0
201,0.016065377287859183
202,0.0
203,0.0
204,0.10091544435637152
205,0.0
206,0.01506951622611426
207,0.041961832606206846
208,0.01731556195774575
209,0.05330550916706735
210,0.07080113693758919
211,0.0
212,0.0
213,0.005377253223128125
214,0.0
215,0.0
216,0.0311171585162922
217,0.05904457349261602
218,0.0
219,0.0
220,0.01851298296759663
221,0.0
222,0.0004245730464269323
223,0.1475205740993169
224,0.0
225,0.0
226,0.1276227163423799
227,0.07175717136763053
228,0.06020833714828403
229,0.0
230,0.04103311326768999
231,0.04331135272853678
232,0.07782698691586763
233,0.004820392635223401
234,0.0
235,0.0
236,0.04032065399691517
237,0.0
238,0.0
239,0.05525516200718564
240,0.0
241,0.005160229116418289
242,0.01814931060458395
243,0.06906817026021721
244,0.08898202449409455
245,0.02221216813540098
246,0.0
247,0.016927683899638703
248,0.01537091142924834
249,0.0
250,0.0
251,0.06438815707393913
252,0.0
253,0.0
254,0.024411845089743405
255,0.019571518875176774
256,0.07966884505711269
257,0.0
258,0.1123033185151136
259,0.0
260,0.0
261,0.011335366810703115
262,0.039607301848110635
263,0.0
264,0.09250524675107141
265,0.0
266,0.0
267,0.016538006935300435
268,0.01789873008148517
269,0.0
270,0.020911569542515482
271,0.006594708465589988
272,0.0
273,0.0
274,0.0
275,0.1399145431256912
276,0.0665837767977384
277,0.0
278,0.0
279,0.0
280,0.07185523178861825
281,0.0
282,0.030289436527888472
283,0.012537613653554972
284,0.0
285,0.0620381174488959
286,0.031423771974164155
287,0.0
288,0.028155327294826796
289,0.0
290,0.0028544116076808413
291,0.0
292,0.051783211213047624
293,0.0
294,0.0
295,0.0
296,0.032796480035165235
297,0.03731119318347475
298,0.0
299,0.03495616677038315
300,0.0
301,0.025478595487054057
302,0.049170019366301394
303,0.0
304,0.012534497572628657
305,0.027087744405922605
306,0.027984701537539985
307,0.00023695483756775457
308,0.012739059364271478
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0799273887368154
314,0.041081844849801104
315,0.0
316,0.0
317,0.0
318,0.02112225567363283
319,0.08587107096254434
320,0.11764374155557483
321,0.023318659966829625
322,0.0
323,0.020147000673943916
324,0.0
325,0.0
326,0.05043569643783781
327,0.07994197575215163
328,0.0
329,0.0
330,0.08346701953702039
331,0.083158058055048
332,0.0
333,0.04022100741803206
334,0.0160434777614746
335,0.053789321575259424
336,0.0
337,0.021676851936483388
338,0.12021646012191081
339,0.0
340,0.033540351076605024
341,0.0
342,0.0
343,0.01031054223893424
344,0.0
345,0.0
346,0.017172702349562294
347,0.08657302775092382
348,0.0
349,0.0
350,0.04419377959752089
351,0.084301113611661
352,0.0640741105407241
353,0.0
354,0.0
355,0.0019196395434076898
356,0.010915973028125973
357,0.0
358,0.026866599673339587
359,0.0
360,0.0
361,0.011824965817106937
362,0.016630565765245048
363,0.0
364,0.04424890135410858
365,0.015193229342711037
366,0.0
367,0.09811017634093983
368,0.08041390153376629
369,0.0
370,0.001294371830286141
371,0.026109373464620916
372,0.0
373,0.0
374,0.10262971391738103
375,0.0
376,0.011147305426769385
377,0.0
378,0.08506089834218251
379,0.016728476158843576
380,0.0
381,0.0
382,0.06460424066128882
383,0.003565708843114405
384,0.0543043779980861
385,0.060288840002340555
386,0.03212624749554165
387,0.0
388,0.050951021582476365
389,0.002537961107574359
390,0.016758075508759195
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.070241259686627
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.019353211861131488
404,0.0
405,0.03536643941892716
406,0.016597137445459455
407,0.017254446639219413
408,0.01001495807045706
409,0.0
410,0.0
411,0.03908475507417575
412,0.0
413,0.0841075243124833
414,0.07045285182812402
415,0.004645670537005453
416,0.02356416942246157
417,0.06743167152316924
418,0.0
419,0.09776983697937054
420,0.021659626807577104
421,0.050403837185294426
422,0.0363475462844281
423,0.0307388226221669
424,0.007984271260259674
425,0.0
426,0.0
427,0.0
428,0.10446922358772058
429,0.0
430,0.16843341371312587
431,0.0
432,0.092431799391946
433,0.0
434,0.0
435,0.037946797887624915
436,0.0
437,0.0
438,0.0
439,0.0
440,0.04297687275126805
441,0.0
442,0.0
443,0.014087425428856513
444,0.06617475589063192
445,0.047884166032093126
446,0.0
447,0.0
448,0.0
449,0.0
450,0.05199355092172634
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0539144049969608
457,0.0
458,0.0
459,0.0
460,0.0
461,0.03251993534292596
462,0.0076585301767307145
463,0.024744457649799642
464,0.048738860841412705
465,0.0
466,0.0
467,0.0
468,0.06889250957358865
469,0.017914097740227713
470,0.008779722646211142
471,0.06580030589737604
472,0.06084760413970256
473,0.0
474,0.0
475,0.0
476,0.13203368167150045
477,0.0
478,0.0752916478083539
479,0.07099746176765202
480,0.042435963038375976
481,0.04906323312306636
482,0.06930998706703098
483,0.0
484,0.0
485,0.015306608479154778
486,0.0
487,0.03464412246521571
488,0.027879611486048617
489,0.019738889303252224
490,0.0038376654891715597
491,0.03521614249551364
492,0.04213586152694353
493,0.014528753548682664
494,0.018967082452950333
495,0.0
496,0.0
497,0.0017459340691399388
498,0.0
499,0.0
500,0.0
501,0.0375601766490223
502,0.013213151576317026
503,0.0
504,0.0
505,0.0
506,0.02900888423294148
507,0.015581950320894674
508,0.0
509,0.0
510,0.03981428320538035
511,0.0
512,0.019023778488827456
513,0.0
514,0.0
515,0.10437787186626869
516,0.0
517,0.0008787874940953329
518,0.0
519,0.04286200206942909
520,0.0
521,0.0
522,0.0
523,0.04778804623000085
524,0.0
525,0.004011686287827837
526,0.02555744341463341
527,0.0
528,0.0
529,0.0
530,0.010422529448100057
531,0.0
532,0.09245614009500475
533,0.0
534,0.048408779354976623
535,0.02416126099850356
536,0.07768531838037235
537,0.022036091061736852
538,0.0
539,0.0
540,0.030859945946547774
541,0.0
542,0.06501942999726673
543,0.09127847321907537
544,0.0
545,0.03443299736284521
546,0.0821716600516895
547,0.03749611579988721
548,0.039797878122387165
549,0.018191336366736085
550,0.0
551,0.06398860121989859
552,0.0
553,0.0
554,0.001330290933566158
555,0.0
556,0.0
557,0.12315788006867812
558,0.005409405749844135
559,0.0
560,0.02795928073609499
561,0.055861902431961895
562,0.0
563,0.0
564,0.024456311341960666
565,0.046206950886978154
566,0.021769993914563704
567,0.1043548672222969
568,0.08654549549906213
569,0.0
570,0.0
571,0.08935772380375945
572,0.0
573,0.01055506686629558
574,0.03697401018061846
575,0.0
576,0.0
577,0.0637047547227034
578,0.039212394084663635
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.07244648103325539
587,0.10277600878953232
588,0.0
589,0.0
590,0.06093380248062105
591,0.010719822328972659
592,0.008683009668632925
593,0.23153833831413823
594,0.23082353333295605
595,0.2633256913948956
596,0.2917034746130932
597,0.2917507510901234
598,0.207749664705978
599,0.3621563966033183
600,0.5549619234791808
601,0.4853524181479016
602,0.5330773382676591
603,0.5235160513941728
604,0.6128117888577241
605,0.6521330002125808
606,0.6771123682609523
607,0.6304330475017879
608,0.5163647939291698
609,0.6566754368578517
610,0.6247832989886279
611,0.8087821553506842
612,0.6816830415557791
613,0.7414210616716957
614,0.8040433838541268
615,0.7084384572786642
616,0.8333702978340534
617,0.8500389695314048
618,0.7988258462952614
619,0.8180905702033985
620,0.8081127038854411
621,0.9108635851128045
622,0.9972777010508911
623,0.9290164480927082
624,0.9848008187807842
625,0.9313517712972861
626,0.9760054307137707
627,1.0
628,1.0
629,0.9718650696289698
630,0.9663332859100762
631,0.9123846866299975
632,1.0
633,0.7615867571623944
634,0.7090095765377712
635,0.7782528076605455
636,0.7050619430949192
637,0.738866561289019
638,0.7238833209721953
639,0.6440861070256468
640,0.6947152268978486
641,0.6336949508258676
642,0.6990966201893932
643,0.6655049463656942
644,0.7061654741688477
645,0.6460432307030837
646,0.5385790692269836
647,0.622731362212844
648,0.6358789370216018
649,0.6547087382139708
650,0.6785824625489086
651,0.6054839303926401
652,0.5946797648888528
653,0.552581880822866
654,0.5449581292858698
655,0.6470804879128709
656,0.5341714584042748
657,0.5798533748573584
658,0.5474651245603133
659,0.5835991053680605
660,0.5549791915156549
661,0.4956752765955425
662,0.5230406297766329
663,0.5585359979192069
664,0.555163952763731
665,0.3339893971033896
666,0.5704014665827282
667,0.46615041251310974
