,glucose
0,0.38910086967677887
1,0.5175365837703181
2,0.5470123854368503
3,0.6417795053344211
4,0.7422973560834512
5,0.7820506270082522
6,0.6399954375465743
7,0.7159618862728838
8,0.5938624130096448
9,0.7349082322528845
10,0.5665030002268227
11,0.6183570750881133
12,0.6140974237228005
13,0.590263346347824
14,0.3871815020484929
15,0.43608961438013827
16,0.357181612940386
17,0.4415204006040785
18,0.459235087374505
19,0.3744627173947846
20,0.29787812374870337
21,0.30870578301242074
22,0.3496157582992093
23,0.2603325817278377
24,0.3052015887890556
25,0.1382943209684126
26,0.0034827679877508875
27,0.0
28,0.038557942474408934
29,0.09162954147129693
30,0.021338640848852078
31,0.05688557307299569
32,0.023041030637858777
33,0.07451404981927022
34,0.05988366578085677
35,0.0
36,0.0
37,0.0
38,0.0171720429244622
39,0.0
40,0.09105037311682648
41,0.06026894035587593
42,0.0
43,0.006687276283800471
44,0.0
45,0.014025008848184398
46,0.05806258940478458
47,0.05283939485337304
48,0.029418026004595185
49,0.0
50,0.03619906961772935
51,0.03029618782644926
52,0.0
53,0.04477432542874213
54,0.0
55,0.044910646776640466
56,0.029619468874540644
57,0.0
58,0.06767782319348437
59,0.09316028014032222
60,0.0
61,0.0
62,0.020809006376532733
63,0.013420047995949352
64,0.10829723751806627
65,0.0
66,0.09664079307679838
67,0.29410834971669797
68,0.3631179389631042
69,0.5221319730608815
70,0.5111780441697135
71,0.44662596657700493
72,0.4542795929138639
73,0.49342213714000077
74,0.5588339050618336
75,0.7794613219803235
76,0.7578807554139536
77,0.6902881873564908
78,0.6933988849951269
79,0.7478241845184552
80,0.7815853270020555
81,0.8001690124567601
82,0.644254403837019
83,0.4605240251400663
84,0.2576451825703089
85,0.0
86,0.0
87,0.16431002619088908
88,0.38916504439236305
89,0.5531382898601498
90,0.7976082416838468
91,0.9011259553190295
92,0.7752963547624421
93,0.7302035259504042
94,0.5681155757991914
95,0.7401075325375177
96,0.6193147535451823
97,0.9280801045412096
98,0.9514389346955388
99,0.8878691597731094
100,0.9655292952041159
101,0.9273517852537858
102,1.0
103,0.8977663585967108
104,0.9242737607556014
105,0.9136211894487705
106,0.9593005689948644
107,0.9729068193010424
108,0.8939110685426308
109,0.9009690534019767
110,0.8542906457436229
111,0.988018037289944
112,0.9611068467147252
113,0.9560358664020456
114,1.0
115,0.9713774506515909
116,0.8677273990541288
117,0.7549321119275834
118,0.8009663367576232
119,0.727592516078616
120,0.8913828955868028
121,0.7319100419482132
122,0.7572726731057979
123,0.8006487910856906
124,0.6516591289442893
125,0.4794494654887786
126,0.4295965893031143
127,0.3384822532715698
128,0.11572859135724733
129,0.01123713313741146
130,0.0
131,0.04396647948062867
132,0.007553534307082739
133,0.0
134,0.032005408593307076
135,0.05882701292285654
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.22679588118791993
142,0.09605743287792726
143,0.08862811192428136
144,0.10759131946092199
145,0.14708153754651374
146,0.1946244742519607
147,0.18099704428795674
148,0.21447981882969883
149,0.18740129676922213
150,0.2464436507526947
151,0.2739050628668483
152,0.31249697870929727
153,0.28124918528386816
154,0.17114671477871649
155,0.25642282233473673
156,0.24805126575123437
157,0.34250304681391486
158,0.33358308163491074
159,0.33905832499562094
160,0.4378458421917939
161,0.44384627891029504
162,0.33643697646613124
163,0.42671567586519066
164,0.41537792606712526
165,0.41216985255749206
166,0.40814904455901185
167,0.30028821563458025
168,0.43114273796254465
169,0.495083911788207
170,0.41828156000004413
171,0.48649694557589107
172,0.47832573578942084
173,0.3856174286330309
174,0.44754076120032776
175,0.5709909546127473
176,0.42662387710284033
177,0.40882118174401855
178,0.435241265034574
179,0.5412654010795277
180,0.43809214517826556
181,0.4908198931357234
182,0.5459349639232977
183,0.48758602729243006
184,0.6023217027932926
185,0.5618562595703385
186,0.5494569650038205
187,0.6006649757204251
188,0.5573476130799612
189,0.5450965309273503
190,0.5451649398166786
191,0.6537455021471029
192,0.6440304247763153
193,0.5673357167929939
194,0.6059947888659578
195,0.6036767247968561
196,0.5544999754291503
197,0.5711603680313462
198,0.5224162059644948
199,0.5551031518396307
200,0.5751621936714849
201,0.5084352232179408
202,0.5668662580192517
203,0.5844914499703732
204,0.6240322066460023
205,0.5808447668658983
206,0.5607175651611745
207,0.49201681925174207
208,0.4861514583117472
209,0.5071665589953096
210,0.5862033177548057
211,0.5176176082355994
212,0.5095917423639309
213,0.5916100756094347
214,0.5091987658807678
215,0.5687860918392125
216,0.49590077857701137
217,0.512489245390048
218,0.5068901057350677
219,0.49239970340515576
220,0.4290667969913665
221,0.48994995282609827
222,0.4668829019744388
223,0.538212583969723
224,0.47314269547514953
225,0.5613735665979039
226,0.4850535015834619
227,0.566759689235632
228,0.45242143344699803
229,0.46171644924875765
230,0.4507460309984659
231,0.5891237729315452
232,0.5392523893895695
233,0.5793987334858186
234,0.5699833229158131
235,0.5077039598345886
236,0.559997067118429
237,0.512683875128552
238,0.5840662429801993
239,0.5162341153506413
240,0.5576115672489504
241,0.5128529485428448
242,0.517360318743511
243,0.5400135122682207
244,0.5625720030840732
245,0.495190211297196
246,0.4780518624358005
247,0.47513193036683915
248,0.5195061842241964
249,0.4868075277330515
250,0.5345743088363655
251,0.4506087046067097
252,0.3994705398393103
253,0.5126479951914525
254,0.39669305045324604
255,0.44183308004218597
256,0.4802044397145489
257,0.4900247981882412
258,0.4242720905801922
259,0.4082095133203503
260,0.3280835696546529
261,0.4641435480836527
262,0.4100814876492869
263,0.4535239986395934
264,0.3975855325127105
265,0.3870874489622844
266,0.36591126122127565
267,0.4732439256492053
268,0.32176414650542623
269,0.4364217549016708
270,0.2847426127216879
271,0.42273895518758153
272,0.3815592191519005
273,0.31939114775953725
274,0.3889048606720718
275,0.4128073434991187
276,0.38841249440590137
277,0.3366268808615756
278,0.34193610064031943
279,0.43434679382041524
280,0.32410411940345474
281,0.39409694779634674
282,0.3676229085716375
283,0.30942722114640975
284,0.3260581500834958
285,0.34662449153385816
286,0.3886404785212989
287,0.34305410386430657
288,0.2638598990526192
289,0.4276198312181479
290,0.37206828765284417
291,0.343099919419118
292,0.37712894864927327
293,0.3326648636785837
294,0.3942648701866458
295,0.27294133580858027
296,0.32276173879133196
297,0.27385395132351464
298,0.25547508110257067
299,0.26802673936621335
300,0.2478009242270181
301,0.27135896373417534
302,0.2324383650521636
303,0.13293729656267836
304,0.21717720728287823
305,0.24826191807158354
306,0.05512614406809253
307,0.06618789474923426
308,0.08259448046950627
309,0.17561406113658873
310,0.07310833245165346
311,0.0
312,0.07518577507569185
313,0.0
314,0.0
315,0.0
316,0.07668860116642412
317,0.03661234984554315
318,0.04829128749764748
319,0.07277564501624266
320,0.03972066668910369
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.08310997735808234
327,0.0
328,0.004416144681149563
329,0.052240308990467534
330,0.0
331,0.05561531227649355
332,0.0
333,0.0
334,0.06114797421196047
335,0.03863568219161487
336,0.01103374296479844
337,0.00589159515473639
338,0.0
339,0.02605908540005398
340,0.036639135492349546
341,0.056966634332956845
342,0.03194433260466694
343,0.0
344,0.0
345,0.054015188816873255
346,0.0
347,0.0
348,0.0
349,0.0
350,0.017121679794047735
351,0.005591880408271625
352,0.1291000601419154
353,0.11872191230805647
354,0.06680542454346827
355,0.06893548661488927
356,0.0819898440629287
357,0.17639966020958917
358,0.3738755663716203
359,0.4025501894336664
360,0.3781334290393739
361,0.4763099216132846
362,0.3594681519655572
363,0.3372867200750679
364,0.5872549295332865
365,0.538401286324037
366,0.5469083969730033
367,0.5591059227912786
368,0.5900061330894272
369,0.536854073507651
370,0.5969648119404042
371,0.6957754083866647
372,0.6109691922966705
373,0.6980837626866521
374,0.6002516123936416
375,0.6378905665840751
376,0.720052710901309
377,0.6167785835334773
378,0.6351194785301538
379,0.7101075314425974
380,0.5810612873260212
381,0.6470128910325086
382,0.5470151182929737
383,0.6645215433916661
384,0.6223784453467884
385,0.624908768336893
386,0.6440204443197076
387,0.5613355606842655
388,0.5796778146144959
389,0.535767093864376
390,0.5823626651562822
391,0.5321474729753092
392,0.6468587871630869
393,0.6030922585939391
394,0.5691641140449962
395,0.46599841381828533
396,0.6055857750562009
397,0.5201363508738386
398,0.4536751637394814
399,0.370802038340031
400,0.4316682668290225
401,0.3953046135350066
402,0.3177069311158678
403,0.06421242703804549
404,0.16283849122854216
405,0.020637281617961342
406,0.15510409644257325
407,0.022902040395278107
408,0.07138404658383693
409,0.042664038398204054
410,0.0
411,0.02587962126251442
412,0.07554654742362807
413,0.010676932543453319
414,0.014472072998931988
415,0.04593254779965067
416,0.0
417,0.0
418,0.008371390358625611
419,0.0
420,0.052994077247347754
421,0.03760255604121
422,0.016771807986534704
423,0.020182590054660138
424,0.03262166599139979
425,0.051517541464964754
426,0.0
427,0.10979779388390482
428,0.061713264586755606
429,0.0045955411679511424
430,0.0
431,0.025873878990638116
432,0.0
433,0.0
434,0.0
435,0.13996068262069153
436,0.005033349756511121
437,0.0
438,0.008051350231388477
439,0.19989166143025766
440,0.48714319585915833
441,0.6206512913265316
442,0.5998990037316303
443,0.6551398155560347
444,0.6069338231480178
445,0.6397061307512233
446,0.5983723753715676
447,0.6463669937427367
448,0.5471388394970919
449,0.6915112145575872
450,0.6252121063750367
451,0.5931282707424883
452,0.6335480984917083
453,0.6435980361627802
454,0.5655609338895065
455,0.5481746270189
456,0.6559311222380649
